Round,Double Sixes(T/F),Winner,Total Doubles,Double Ones,Double Twos,Double Threes,Double Fours,Double Fives,Double Sixes
648,True,Gambler,6,0,2,0,1,1,2
649,False,House,1,1,0,0,0,0,0
650,True,Gambler,8,1,1,2,0,1,3
651,False,House,1,1,0,0,0,0,0
652,True,Gambler,4,1,0,0,0,2,1
653,True,Gambler,2,1,0,0,0,0,1
654,True,Gambler,5,1,0,0,2,1,1
655,False,House,4,0,0,1,1,2,0
656,True,Gambler,4,0,0,1,1,1,1
657,True,Gambler,4,0,2,0,0,1,1
658,False,House,6,1,1,1,0,3,0
659,True,Gambler,5,0,2,0,1,1,1
660,True,Gambler,7,2,0,0,1,2,2
661,True,Gambler,5,1,0,0,0,2,2
662,True,Gambler,6,1,1,1,1,1,1
663,True,Gambler,3,0,0,2,0,0,1
664,True,Gambler,5,0,1,1,2,0,1
665,True,Gambler,5,3,0,1,0,0,1
666,False,House,3,0,1,1,1,0,0
667,True,Gambler,6,1,0,1,1,1,2
668,False,House,4,1,0,1,1,1,0
669,False,House,3,0,0,1,0,2,0
670,True,Gambler,6,2,1,1,1,0,1
671,False,House,4,0,1,1,2,0,0
672,False,House,3,1,0,1,1,0,0
673,True,Gambler,3,0,0,1,1,0,1
674,False,House,2,0,1,1,0,0,0
675,False,House,8,1,2,2,0,3,0
676,True,Gambler,6,1,0,2,1,0,2
677,True,Gambler,5,3,0,0,1,0,1
678,True,Gambler,5,1,1,0,0,0,3
679,True,Gambler,4,0,0,0,1,2,1
680,True,Gambler,3,0,0,1,0,1,1
681,True,Gambler,8,0,2,1,0,2,3
682,False,House,1,1,0,0,0,0,0
683,False,House,4,0,1,1,1,1,0
684,True,Gambler,4,0,0,1,0,1,2
685,True,Gambler,4,1,0,0,1,1,1
686,True,Gambler,8,1,1,2,2,1,1
687,False,House,6,3,0,2,1,0,0
688,False,House,3,0,0,1,2,0,0
689,True,Gambler,3,0,0,2,0,0,1
690,False,House,4,0,0,2,2,0,0
691,True,Gambler,5,1,0,1,0,0,3
692,True,Gambler,5,1,0,0,0,3,1
693,False,House,2,1,0,1,0,0,0
694,True,Gambler,3,0,0,0,1,0,2
695,False,House,4,0,0,1,1,2,0
696,False,House,1,0,1,0,0,0,0
697,True,Gambler,5,0,1,0,2,1,1
698,True,Gambler,4,1,1,1,0,0,1
699,True,Gambler,4,0,1,2,0,0,1
700,True,Gambler,9,2,0,1,3,0,3
701,True,Gambler,3,0,0,1,1,0,1
702,True,Gambler,2,0,1,0,0,0,1
703,False,House,2,1,0,0,0,1,0
704,True,Gambler,7,2,1,1,0,2,1
705,False,House,6,1,4,0,0,1,0
706,False,House,3,0,1,1,0,1,0
707,True,Gambler,4,1,1,0,0,1,1
708,False,House,2,1,0,1,0,0,0
709,False,House,6,0,1,3,1,1,0
710,True,Gambler,1,0,0,0,0,0,1
711,False,House,4,0,2,0,0,2,0
712,True,Gambler,4,1,0,1,0,0,2
713,False,House,2,1,0,1,0,0,0
714,True,Gambler,7,0,1,1,1,1,3
715,False,House,6,2,1,1,1,1,0
716,True,Gambler,1,0,0,0,0,0,1
717,True,Gambler,4,0,0,1,0,0,3
718,False,House,3,0,0,1,1,1,0
719,True,Gambler,4,1,0,2,0,0,1
720,True,Gambler,7,0,0,3,2,1,1
721,True,Gambler,6,1,1,0,0,1,3
722,True,Gambler,6,0,0,2,2,0,2
723,True,Gambler,4,0,0,1,1,1,1
724,True,Gambler,3,1,0,0,1,0,1
725,True,Gambler,5,0,1,2,1,0,1
726,True,Gambler,4,1,0,0,2,0,1
727,False,House,2,0,0,1,1,0,0
728,True,Gambler,6,0,1,1,0,3,1
729,True,Gambler,7,1,1,1,2,1,1
730,True,Gambler,5,0,1,1,1,1,1
731,False,House,6,2,1,1,1,1,0
732,True,Gambler,2,0,1,0,0,0,1
733,False,House,3,0,0,0,2,1,0
734,True,Gambler,3,0,0,1,0,1,1
735,True,Gambler,7,0,0,2,2,1,2
736,False,House,3,0,1,0,1,1,0
737,False,House,5,4,0,1,0,0,0
738,True,Gambler,3,0,0,0,1,1,1
739,False,House,5,0,0,2,0,3,0
740,True,Gambler,4,1,0,0,1,1,1
741,False,House,4,0,0,3,0,1,0
742,False,House,5,0,1,2,1,1,0
743,True,Gambler,4,0,1,0,0,1,2
744,True,Gambler,5,1,0,1,0,0,3
745,False,House,6,2,1,1,0,2,0
746,True,Gambler,4,1,0,1,0,1,1
747,False,House,3,0,1,1,0,1,0
748,True,Gambler,2,0,1,0,0,0,1
749,False,House,5,0,1,3,0,1,0
750,False,House,6,1,0,1,2,2,0
751,True,Gambler,3,1,0,1,0,0,1
752,True,Gambler,5,0,1,0,1,1,2
753,True,Gambler,4,1,0,0,1,0,2
754,True,Gambler,5,1,1,1,1,0,1
755,True,Gambler,8,3,0,1,2,1,1
756,False,House,5,1,0,0,1,3,0
757,False,House,3,1,2,0,0,0,0
758,True,Gambler,6,0,0,4,0,1,1
759,True,Gambler,4,0,0,0,2,0,2
760,True,Gambler,1,0,0,0,0,0,1
761,False,House,3,0,0,1,0,2,0
762,True,Gambler,5,0,0,0,3,0,2
763,False,House,6,1,2,2,0,1,0
764,False,House,7,5,0,0,1,1,0
765,True,Gambler,5,0,3,1,0,0,1
766,True,Gambler,5,0,0,1,0,1,3
767,False,House,4,0,1,0,0,3,0
768,False,House,6,2,2,2,0,0,0
769,True,Gambler,4,0,1,0,0,2,1
770,False,House,4,1,1,0,0,2,0
771,False,House,5,0,3,2,0,0,0
772,True,Gambler,3,1,0,0,1,0,1
773,False,House,4,1,2,0,0,1,0
774,False,House,1,0,0,0,0,1,0
775,True,Gambler,6,2,0,0,2,1,1
776,True,Gambler,4,1,1,1,0,0,1
777,False,House,6,1,1,1,1,2,0
778,False,House,4,0,3,0,0,1,0
779,True,Gambler,3,0,0,1,1,0,1
780,True,Gambler,4,0,1,1,0,1,1
781,False,House,0,0,0,0,0,0,0
782,True,Gambler,4,0,1,0,1,1,1
783,True,Gambler,7,2,1,0,2,0,2
784,False,House,2,0,0,0,0,2,0
785,True,Gambler,6,3,0,0,2,0,1
786,False,House,2,0,0,0,2,0,0
787,False,House,4,0,0,1,2,1,0
788,True,Gambler,5,1,2,0,0,1,1
789,False,House,2,0,0,1,1,0,0
790,True,Gambler,7,0,3,2,0,0,2
791,False,House,3,0,1,0,2,0,0
792,True,Gambler,4,0,0,0,0,3,1
793,True,Gambler,8,0,2,1,0,2,3
794,True,Gambler,5,1,1,1,1,0,1
795,False,House,4,1,0,0,1,2,0
796,False,House,3,1,2,0,0,0,0
797,True,Gambler,5,0,1,1,0,2,1
798,False,House,2,1,0,0,1,0,0
799,False,House,1,1,0,0,0,0,0
800,False,House,3,1,0,0,2,0,0
801,True,Gambler,5,1,0,0,0,2,2
802,True,Gambler,1,0,0,0,0,0,1
803,True,Gambler,5,0,0,0,3,0,2
804,True,Gambler,4,2,1,0,0,0,1
805,True,Gambler,6,1,0,3,0,0,2
806,False,House,5,2,0,1,2,0,0
807,False,House,8,1,3,1,2,1,0
808,True,Gambler,3,0,0,0,1,1,1
809,False,House,4,0,0,3,1,0,0
810,False,House,3,0,0,2,1,0,0
811,False,House,4,2,2,0,0,0,0
812,True,Gambler,3,0,1,0,1,0,1
813,True,Gambler,6,1,1,0,2,1,1
814,False,House,2,0,1,0,1,0,0
815,True,Gambler,4,0,1,1,0,1,1
816,False,House,3,1,0,0,2,0,0
817,False,House,5,1,0,1,2,1,0
818,False,House,5,1,0,0,2,2,0
819,False,House,5,0,2,1,1,1,0
820,False,House,3,1,0,0,2,0,0
821,True,Gambler,8,1,2,1,2,1,1
822,False,House,4,0,1,2,1,0,0
823,False,House,4,1,3,0,0,0,0
824,True,Gambler,3,0,0,1,0,1,1
825,False,House,1,1,0,0,0,0,0
826,True,Gambler,5,0,1,0,3,0,1
827,False,House,5,1,1,0,2,1,0
828,True,Gambler,4,0,1,0,1,0,2
829,True,Gambler,4,0,0,2,1,0,1
830,True,Gambler,5,1,1,0,1,1,1
831,True,Gambler,7,0,1,3,0,2,1
832,False,House,9,3,1,2,2,1,0
833,True,Gambler,2,0,0,0,0,1,1
834,True,Gambler,2,1,0,0,0,0,1
835,False,House,2,1,1,0,0,0,0
836,True,Gambler,5,3,0,1,0,0,1
837,False,House,2,1,1,0,0,0,0
838,True,Gambler,5,1,1,0,2,0,1
839,False,House,1,0,1,0,0,0,0
840,True,Gambler,6,1,0,1,1,2,1
841,False,House,3,2,1,0,0,0,0
842,True,Gambler,5,0,0,1,0,1,3
843,False,House,4,1,0,2,0,1,0
844,False,House,3,0,1,1,0,1,0
845,False,House,4,0,2,1,1,0,0
846,False,House,3,0,1,0,1,1,0
847,True,Gambler,4,1,1,0,1,0,1
848,False,House,6,1,0,3,2,0,0
849,True,Gambler,5,0,2,1,1,0,1
850,False,House,5,2,2,0,1,0,0
851,False,House,2,0,0,2,0,0,0
852,False,House,2,1,0,0,0,1,0
853,True,Gambler,5,0,1,1,0,2,1
854,False,House,4,0,2,0,2,0,0
855,False,House,3,1,0,0,2,0,0
856,False,House,1,1,0,0,0,0,0
857,False,House,1,0,1,0,0,0,0
858,True,Gambler,6,2,0,0,1,2,1
859,False,House,3,0,0,0,0,3,0
860,False,House,9,1,5,3,0,0,0
861,False,House,2,1,0,0,0,1,0
862,True,Gambler,8,0,1,0,4,1,2
863,False,House,3,1,1,0,1,0,0
864,True,Gambler,6,1,0,1,1,2,1
865,True,Gambler,5,1,1,1,0,1,1
866,False,House,2,1,0,1,0,0,0
867,False,House,5,0,0,1,3,1,0
868,False,House,2,1,0,0,0,1,0
869,True,Gambler,6,0,0,3,0,2,1
870,False,House,1,1,0,0,0,0,0
871,False,House,3,2,0,0,1,0,0
872,True,Gambler,3,0,0,1,0,1,1
873,False,House,5,0,1,3,0,1,0
874,False,House,2,1,0,0,1,0,0
875,True,Gambler,4,0,0,1,1,0,2
876,False,House,4,1,0,1,2,0,0
877,True,Gambler,5,0,2,0,1,0,2
878,False,House,4,2,0,1,1,0,0
879,False,House,4,0,2,0,1,1,0
880,False,House,3,0,0,3,0,0,0
881,False,House,2,0,1,1,0,0,0
882,True,Gambler,1,0,0,0,0,0,1
883,False,House,4,2,0,2,0,0,0
884,False,House,4,0,0,1,1,2,0
885,False,House,0,0,0,0,0,0,0
886,False,House,5,0,2,0,1,2,0
887,False,House,3,0,1,1,1,0,0
888,True,Gambler,5,2,0,1,1,0,1
889,True,Gambler,4,2,0,1,0,0,1
890,True,Gambler,6,1,1,1,2,0,1
891,False,House,4,2,0,0,1,1,0
892,True,Gambler,8,1,0,2,3,0,2
893,False,House,1,0,0,0,1,0,0
894,False,House,5,3,0,2,0,0,0
895,False,House,6,1,3,1,0,1,0
896,False,House,2,0,1,0,0,1,0
897,False,House,5,0,2,1,1,1,0
898,True,Gambler,7,0,1,2,2,0,2
899,False,House,4,1,1,1,0,1,0
900,True,Gambler,3,0,0,0,2,0,1
901,False,House,4,0,0,2,0,2,0
902,True,Gambler,8,2,3,0,0,2,1
903,False,House,1,0,1,0,0,0,0
904,True,Gambler,5,0,2,0,0,1,2
905,False,House,3,1,1,0,1,0,0
906,False,House,2,1,0,1,0,0,0
907,True,Gambler,7,1,3,0,1,0,2
908,False,House,4,0,1,1,0,2,0
909,False,House,2,0,2,0,0,0,0
910,True,Gambler,4,1,0,1,1,0,1
911,False,House,3,1,0,0,1,1,0
912,True,Gambler,1,0,0,0,0,0,1
913,True,Gambler,4,0,2,0,0,1,1
914,True,Gambler,5,1,1,1,1,0,1
915,True,Gambler,6,2,1,0,2,0,1
916,True,Gambler,5,1,1,2,0,0,1
917,True,Gambler,6,1,1,1,2,0,1
918,False,House,2,0,1,0,0,1,0
919,False,House,3,0,0,2,1,0,0
920,True,Gambler,3,0,1,1,0,0,1
921,True,Gambler,1,0,0,0,0,0,1
922,True,Gambler,5,0,1,1,1,0,2
923,False,House,1,0,0,0,1,0,0
924,True,Gambler,1,0,0,0,0,0,1
925,False,House,3,0,2,0,0,1,0
926,True,Gambler,3,0,0,1,0,1,1
927,True,Gambler,5,1,0,2,0,0,2
928,False,House,4,0,2,0,2,0,0
929,False,House,4,1,0,1,1,1,0
930,True,Gambler,1,0,0,0,0,0,1
931,True,Gambler,3,0,0,0,0,1,2
932,True,Gambler,5,1,0,1,0,1,2
933,False,House,1,0,0,1,0,0,0
934,False,House,5,1,0,2,1,1,0
935,True,Gambler,5,1,0,1,0,0,3
936,True,Gambler,4,0,1,1,1,0,1
937,False,House,1,0,0,0,0,1,0
938,False,House,2,0,1,0,1,0,0
939,False,House,5,1,1,1,1,1,0
940,False,House,1,0,1,0,0,0,0
941,False,House,3,0,1,1,1,0,0
942,False,House,2,1,0,0,1,0,0
943,False,House,3,2,0,0,1,0,0
944,True,Gambler,4,0,1,1,0,0,2
945,False,House,6,2,1,0,2,1,0
946,True,Gambler,3,0,0,0,1,1,1
947,False,House,4,3,0,0,0,1,0
948,True,Gambler,6,1,1,1,2,0,1
949,False,House,3,0,2,0,0,1,0
950,True,Gambler,4,1,0,1,0,0,2
951,False,House,5,1,0,0,1,3,0
952,True,Gambler,4,0,1,0,1,1,1
953,True,Gambler,5,0,2,2,0,0,1
954,True,Gambler,4,0,0,2,0,0,2
955,False,House,4,0,2,1,1,0,0
956,True,Gambler,8,0,1,2,2,1,2
957,True,Gambler,3,0,2,0,0,0,1
958,True,Gambler,5,1,0,0,0,2,2
959,True,Gambler,4,1,1,0,0,1,1
960,False,House,3,1,0,0,1,1,0
961,True,Gambler,8,3,1,1,0,1,2
962,True,Gambler,5,2,0,1,0,1,1
963,False,House,2,1,0,0,0,1,0
964,False,House,3,0,0,3,0,0,0
965,True,Gambler,7,0,0,2,0,4,1
966,True,Gambler,4,1,0,1,0,1,1
967,True,Gambler,1,0,0,0,0,0,1
968,False,House,0,0,0,0,0,0,0
969,True,Gambler,3,0,1,0,0,0,2
970,False,House,3,0,1,0,1,1,0
971,False,House,2,0,1,1,0,0,0
972,True,Gambler,4,2,0,0,0,0,2
973,False,House,4,1,2,0,0,1,0
974,False,House,2,0,0,0,1,1,0
975,True,Gambler,5,1,0,1,1,1,1
976,False,House,5,0,0,2,3,0,0
977,True,Gambler,6,0,2,1,0,1,2
978,True,Gambler,5,1,2,0,0,1,1
979,True,Gambler,4,1,1,0,0,1,1
980,False,House,4,0,0,0,2,2,0
981,True,Gambler,4,0,1,2,0,0,1
982,True,Gambler,4,1,1,1,0,0,1
983,True,Gambler,6,3,0,1,0,1,1
984,False,House,2,0,0,1,1,0,0
985,True,Gambler,4,1,0,1,0,1,1
986,False,House,3,0,0,1,2,0,0
987,True,Gambler,7,0,2,1,1,1,2
988,True,Gambler,5,0,1,0,2,1,1
989,False,House,4,0,0,1,0,3,0
990,True,Gambler,4,1,0,0,1,1,1
991,True,Gambler,4,1,2,0,0,0,1
992,True,Gambler,5,3,0,1,0,0,1
993,True,Gambler,3,0,0,1,0,0,2
994,False,House,3,1,0,0,1,1,0
995,True,Gambler,5,1,1,0,0,2,1
996,False,House,5,0,2,2,1,0,0
997,True,Gambler,6,1,1,1,1,1,1
998,False,House,1,1,0,0,0,0,0
999,False,House,5,2,0,2,1,0,0
1000,True,Gambler,6,1,1,0,1,0,3
1001,False,House,1,0,0,1,0,0,0
1002,True,Gambler,3,0,0,0,1,0,2
1003,False,House,6,0,2,0,4,0,0
1004,True,Gambler,5,0,1,0,2,0,2
1005,False,House,2,1,0,0,0,1,0
1006,True,Gambler,5,0,3,0,0,0,2
1007,False,House,2,1,0,0,0,1,0
1008,False,House,5,0,1,1,1,2,0
1009,False,House,4,3,0,1,0,0,0
1010,False,House,2,0,0,1,1,0,0
1011,False,House,5,2,0,1,0,2,0
1012,True,Gambler,5,0,1,1,2,0,1
1013,True,Gambler,10,1,1,3,2,1,2
1014,True,Gambler,5,2,0,0,1,1,1
1015,True,Gambler,6,1,1,2,1,0,1
1016,False,House,6,0,1,3,1,1,0
1017,False,House,3,0,0,1,0,2,0
1018,True,Gambler,6,1,1,1,1,0,2
1019,True,Gambler,4,1,0,0,1,1,1
1020,True,Gambler,3,1,0,0,0,1,1
1021,False,House,4,0,0,2,1,1,0
1022,True,Gambler,7,1,0,1,1,2,2
1023,False,House,2,1,0,1,0,0,0
1024,False,House,4,0,2,0,1,1,0
1025,True,Gambler,6,0,0,3,2,0,1
1026,False,House,3,0,0,1,1,1,0
1027,False,House,8,1,2,0,3,2,0
1028,True,Gambler,7,3,1,1,0,1,1
1029,False,House,4,0,2,0,0,2,0
1030,False,House,7,3,1,2,1,0,0
1031,False,House,4,2,0,0,2,0,0
1032,True,Gambler,4,0,1,0,2,0,1
1033,False,House,4,1,2,0,1,0,0
1034,False,House,2,0,2,0,0,0,0
1035,True,Gambler,5,0,1,0,2,0,2
1036,True,Gambler,8,2,1,3,0,1,1
1037,True,Gambler,3,0,0,0,0,1,2
1038,True,Gambler,8,1,1,2,1,2,1
1039,True,Gambler,4,2,1,0,0,0,1
1040,False,House,4,1,1,0,0,2,0
1041,True,Gambler,5,0,1,0,1,1,2
1042,True,Gambler,4,0,1,1,0,1,1
1043,True,Gambler,4,0,0,0,2,1,1
1044,False,House,2,0,1,0,1,0,0
1045,True,Gambler,5,0,1,1,1,1,1
1046,True,Gambler,4,0,0,0,2,1,1
1047,True,Gambler,4,0,1,1,0,1,1
1048,False,House,3,1,1,1,0,0,0
1049,False,House,5,1,1,0,3,0,0
1050,True,Gambler,1,0,0,0,0,0,1
1051,True,Gambler,8,0,1,2,2,0,3
1052,True,Gambler,1,0,0,0,0,0,1
1053,True,Gambler,4,0,0,0,2,1,1
1054,False,House,4,0,0,2,2,0,0
1055,False,House,3,1,1,0,0,1,0
1056,True,Gambler,3,1,0,0,1,0,1
1057,False,House,5,0,0,1,1,3,0
1058,False,House,2,0,0,1,0,1,0
1059,False,House,7,1,2,1,2,1,0
1060,True,Gambler,4,1,1,1,0,0,1
1061,True,Gambler,2,1,0,0,0,0,1
1062,False,House,6,2,1,1,1,1,0
1063,False,House,2,0,0,0,0,2,0
1064,False,House,3,1,0,0,0,2,0
1065,False,House,2,0,0,0,2,0,0
1066,True,Gambler,4,0,1,0,1,0,2
1067,False,House,3,0,0,0,2,1,0
1068,True,Gambler,2,0,0,0,0,1,1
1069,True,Gambler,4,0,0,2,0,1,1
1070,False,House,1,0,0,1,0,0,0
1071,False,House,3,2,0,1,0,0,0
1072,True,Gambler,4,1,0,0,2,0,1
1073,True,Gambler,8,2,1,0,1,0,4
1074,True,Gambler,4,1,2,0,0,0,1
1075,False,House,3,0,1,1,1,0,0
1076,True,Gambler,4,1,0,0,1,1,1
1077,True,Gambler,6,1,2,1,0,0,2
1078,True,Gambler,5,2,0,1,0,0,2
1079,True,Gambler,5,2,1,0,0,0,2
1080,True,Gambler,4,0,0,2,0,1,1
1081,True,Gambler,4,1,1,0,1,0,1
1082,False,House,4,0,0,2,2,0,0
1083,True,Gambler,3,0,1,1,0,0,1
1084,False,House,3,0,0,0,1,2,0
1085,True,Gambler,5,1,0,1,0,0,3
1086,True,Gambler,4,0,0,1,0,1,2
1087,True,Gambler,3,2,0,0,0,0,1
1088,False,House,3,1,0,0,2,0,0
1089,True,Gambler,4,0,2,0,0,1,1
1090,False,House,5,2,1,0,2,0,0
1091,True,Gambler,2,0,0,1,0,0,1
1092,False,House,5,4,1,0,0,0,0
1093,False,House,4,1,0,3,0,0,0
1094,True,Gambler,3,0,1,1,0,0,1
1095,False,House,3,0,1,0,0,2,0
1096,True,Gambler,8,2,0,2,1,1,2
1097,True,Gambler,5,1,0,1,0,2,1
1098,False,House,3,0,1,0,2,0,0
1099,False,House,4,0,2,1,1,0,0
1100,True,Gambler,6,0,1,0,1,3,1
1101,True,Gambler,6,0,2,3,0,0,1
1102,True,Gambler,5,2,0,0,2,0,1
1103,True,Gambler,12,0,2,3,3,1,3
1104,False,House,5,1,2,0,1,1,0
1105,False,House,4,0,1,0,1,2,0
1106,True,Gambler,2,1,0,0,0,0,1
1107,False,House,2,0,0,1,0,1,0
1108,False,House,2,0,2,0,0,0,0
1109,True,Gambler,4,1,0,1,0,1,1
1110,False,House,2,1,1,0,0,0,0
1111,True,Gambler,6,0,0,1,1,2,2
1112,False,House,4,2,0,0,1,1,0
1113,True,Gambler,3,0,1,1,0,0,1
1114,True,Gambler,6,1,0,2,0,1,2
1115,True,Gambler,5,1,3,0,0,0,1
1116,True,Gambler,7,1,0,2,0,2,2
1117,False,House,2,0,0,1,0,1,0
1118,True,Gambler,3,0,1,0,0,1,1
1119,False,House,4,1,0,1,0,2,0
1120,True,Gambler,4,0,1,0,2,0,1
1121,True,Gambler,2,0,0,0,0,1,1
1122,False,House,5,0,1,2,1,1,0
1123,False,House,2,0,0,1,1,0,0
1124,False,House,4,0,1,1,0,2,0
1125,True,Gambler,6,1,0,4,0,0,1
1126,False,House,0,0,0,0,0,0,0
1127,True,Gambler,5,0,0,1,1,1,2
1128,False,House,2,1,0,1,0,0,0
1129,True,Gambler,4,1,0,1,1,0,1
1130,False,House,4,1,0,1,1,1,0
1131,True,Gambler,4,0,0,0,0,3,1
1132,False,House,4,0,1,0,2,1,0
1133,True,Gambler,4,0,0,0,1,2,1
1134,False,House,5,1,0,2,0,2,0
1135,False,House,2,0,1,0,0,1,0
1136,False,House,5,1,0,1,1,2,0
1137,False,House,2,0,1,1,0,0,0
1138,False,House,4,2,1,1,0,0,0
1139,True,Gambler,4,0,0,1,1,0,2
1140,False,House,3,0,1,0,1,1,0
1141,True,Gambler,3,1,0,0,1,0,1
1142,True,Gambler,8,2,1,1,1,2,1
1143,False,House,6,1,1,2,2,0,0
1144,False,House,2,0,0,2,0,0,0
1145,False,House,5,0,3,1,1,0,0
1146,True,Gambler,8,1,3,2,0,1,1
1147,True,Gambler,3,0,1,0,0,0,2
1148,False,House,5,0,3,1,1,0,0
1149,False,House,2,1,0,0,0,1,0
1150,False,House,3,0,1,1,0,1,0
1151,True,Gambler,2,1,0,0,0,0,1
1152,False,House,7,1,1,1,2,2,0
1153,True,Gambler,4,1,0,0,2,0,1
1154,False,House,6,2,0,1,0,3,0
1155,False,House,6,0,2,3,1,0,0
1156,True,Gambler,5,3,0,1,0,0,1
1157,False,House,5,1,0,0,2,2,0
1158,False,House,4,1,2,0,1,0,0
1159,True,Gambler,6,0,1,3,0,1,1
1160,False,House,3,1,0,0,1,1,0
1161,False,House,4,0,2,2,0,0,0
1162,False,House,3,1,0,0,0,2,0
1163,True,Gambler,2,1,0,0,0,0,1
1164,True,Gambler,4,0,1,1,0,0,2
1165,True,Gambler,8,0,1,1,2,3,1
1166,False,House,2,0,1,0,1,0,0
1167,False,House,1,0,1,0,0,0,0
1168,False,House,0,0,0,0,0,0,0
1169,False,House,7,1,1,1,0,4,0
1170,True,Gambler,2,0,0,0,1,0,1
1171,False,House,6,1,0,0,2,3,0
1172,True,Gambler,7,0,1,1,2,2,1
1173,False,House,4,3,1,0,0,0,0
1174,True,Gambler,3,0,0,1,0,0,2
1175,True,Gambler,3,0,2,0,0,0,1
1176,True,Gambler,7,2,0,1,2,1,1
1177,True,Gambler,5,1,0,0,2,1,1
1178,True,Gambler,7,2,1,1,1,1,1
1179,True,Gambler,7,1,1,0,2,2,1
1180,False,House,4,0,0,3,1,0,0
1181,True,Gambler,4,0,0,1,2,0,1
1182,False,House,1,1,0,0,0,0,0
1183,False,House,1,1,0,0,0,0,0
1184,True,Gambler,7,1,0,2,2,1,1
1185,False,House,2,0,1,0,0,1,0
1186,True,Gambler,7,0,0,2,2,2,1
1187,True,Gambler,7,0,2,0,1,3,1
1188,False,House,2,1,0,0,0,1,0
1189,True,Gambler,6,2,0,0,0,2,2
1190,False,House,3,1,0,1,1,0,0
1191,True,Gambler,7,1,2,0,1,1,2
1192,True,Gambler,2,0,0,1,0,0,1
1193,False,House,5,1,1,0,2,1,0
1194,False,House,7,1,0,3,3,0,0
1195,True,Gambler,4,2,0,0,1,0,1
1196,False,House,4,0,3,0,1,0,0
1197,False,House,7,1,1,2,1,2,0
1198,False,House,1,0,1,0,0,0,0
1199,True,Gambler,3,0,0,1,1,0,1
1200,False,House,2,1,0,0,1,0,0
1201,False,House,5,1,1,1,1,1,0
1202,True,Gambler,7,1,0,2,1,0,3
1203,True,Gambler,4,1,0,0,2,0,1
1204,True,Gambler,9,2,1,2,1,1,2
1205,False,House,3,0,2,0,1,0,0
1206,False,House,7,3,1,1,2,0,0
1207,False,House,4,1,1,0,1,1,0
1208,True,Gambler,4,0,1,1,0,1,1
1209,True,Gambler,3,1,0,0,0,1,1
1210,True,Gambler,5,2,0,1,0,1,1
1211,False,House,2,0,1,1,0,0,0
1212,False,House,3,1,1,1,0,0,0
1213,True,Gambler,7,3,3,0,0,0,1
1214,False,House,3,0,1,1,1,0,0
1215,False,House,4,1,2,1,0,0,0
1216,False,House,4,0,1,1,2,0,0
1217,True,Gambler,5,1,1,0,0,1,2
1218,False,House,0,0,0,0,0,0,0
1219,False,House,1,0,0,0,0,1,0
1220,False,House,4,1,0,1,0,2,0
1221,False,House,4,1,0,1,0,2,0
1222,False,House,5,1,0,2,2,0,0
1223,True,Gambler,3,0,1,0,0,1,1
1224,False,House,2,2,0,0,0,0,0
1225,True,Gambler,4,1,0,1,1,0,1
1226,False,House,3,0,1,0,0,2,0
1227,True,Gambler,4,1,1,0,0,1,1
1228,False,House,3,0,2,0,0,1,0
1229,True,Gambler,1,0,0,0,0,0,1
1230,False,House,1,1,0,0,0,0,0
1231,True,Gambler,3,1,0,1,0,0,1
1232,True,Gambler,5,2,0,1,0,0,2
1233,False,House,2,1,1,0,0,0,0
1234,False,House,5,2,0,2,1,0,0
1235,False,House,6,1,2,0,0,3,0
1236,False,House,4,0,2,0,1,1,0
1237,False,House,6,2,2,1,1,0,0
1238,False,House,3,0,0,2,1,0,0
1239,True,Gambler,7,1,2,1,0,2,1
1240,True,Gambler,4,1,0,0,1,1,1
1241,True,Gambler,3,0,0,1,0,1,1
1242,False,House,7,2,1,1,3,0,0
1243,True,Gambler,2,0,1,0,0,0,1
1244,True,Gambler,4,0,1,0,2,0,1
1245,False,House,2,2,0,0,0,0,0
1246,True,Gambler,6,0,2,1,0,2,1
1247,False,House,4,0,2,0,1,1,0
1248,True,Gambler,4,1,0,1,1,0,1
1249,True,Gambler,5,1,0,1,2,0,1
1250,True,Gambler,4,1,0,2,0,0,1
1251,False,House,2,0,0,1,0,1,0
1252,True,Gambler,4,0,0,1,0,1,2
1253,False,House,2,1,1,0,0,0,0
1254,False,House,5,2,0,1,1,1,0
1255,False,House,4,1,1,1,1,0,0
1256,False,House,5,1,0,1,1,2,0
1257,False,House,3,1,0,0,2,0,0
1258,True,Gambler,6,1,0,0,1,3,1
1259,True,Gambler,4,0,1,1,1,0,1
1260,True,Gambler,6,2,1,1,1,0,1
1261,False,House,7,3,0,0,2,2,0
1262,True,Gambler,4,0,0,0,1,1,2
1263,False,House,1,0,0,1,0,0,0
1264,True,Gambler,3,0,2,0,0,0,1
1265,False,House,5,1,1,2,0,1,0
1266,True,Gambler,5,3,1,0,0,0,1
1267,True,Gambler,5,2,0,0,1,1,1
1268,True,Gambler,6,0,0,2,2,0,2
1269,True,Gambler,2,0,0,1,0,0,1
1270,False,House,3,2,0,1,0,0,0
1271,False,House,6,2,0,0,3,1,0
1272,True,Gambler,3,1,0,0,0,0,2
1273,False,House,3,1,0,0,2,0,0
1274,True,Gambler,7,3,1,1,0,1,1
1275,True,Gambler,4,0,1,1,0,1,1
1276,False,House,5,3,0,1,1,0,0
1277,True,Gambler,5,0,1,1,0,1,2
1278,False,House,1,0,0,1,0,0,0
1279,False,House,1,0,1,0,0,0,0
1280,False,House,4,1,2,0,1,0,0
1281,True,Gambler,4,0,1,1,0,1,1
